fb_corr,fb_incorr,symbol2,symbol1,fb_late,pair,position,correct,block_01.thisRepN,block_01.thisTrialN,block_01.thisN,block_01.thisIndex,block_02.thisRepN,block_02.thisTrialN,block_02.thisN,block_02.thisIndex,block_03.thisRepN,block_03.thisTrialN,block_03.thisN,block_03.thisIndex,block_04.thisRepN,block_04.thisTrialN,block_04.thisN,block_04.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,buttonBox_2.keys,buttonBox_2.corr,buttonBox_2.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,date,Participant,expName,Group,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,0.9984375,1.0,1,0,0,,,,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/negf.jpg,stim/posf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,CD,1,2,0,0,0,27,,,,,,,,,,,,,,,,,,4,0,0.949672727273,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,CD,1,2,0,1,1,22,,,,,,,,,,,,,,,,,,4,0,1.16627985053,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,AB,2,4,0,2,2,12,,,,,,,,,,,,,,,,,,2,0,1.28291387283,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,AB,1,2,0,3,3,1,,,,,,,,,,,,,,,,,,2,1,1.06632591635,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,EF,1,2,0,4,4,43,,,,,,,,,,,,,,,,,,4,0,1.29957464681,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/negf.jpg,stim/posf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,CD,1,2,0,5,5,28,,,,,,,,,,,,,,,,,,4,0,1.51617645882,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/negf.jpg,stim/posf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,EF,1,2,0,6,6,49,,,,,,,,,,,,,,,,,,4,0,1.31624337862,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/negf.jpg,stim/posf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,CD,2,4,0,7,7,37,,,,,,,,,,,,,,,,,,2,0,1.13298325877,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,AB,1,2,0,8,8,7,,,,,,,,,,,,,,,,,,4,0,0.816400027067,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/5.jpg,stim/latef.jpg,EF,2,4,0,9,9,54,,,,,,,,,,,,,,,,,,2,0,1.18294437786,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/negf.jpg,stim/posf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,EF,1,2,0,10,10,46,,,,,,,,,,,,,,,,,,2,1,0.849727211074,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/5.jpg,stim/latef.jpg,EF,2,4,0,11,11,51,,,,,,,,,,,,,,,,,,4,1,1.14962321186,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,CD,1,2,0,12,12,26,,,,,,,,,,,,,,,,,,4,0,0.716438510989,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,AB,1,2,0,13,13,3,,,,,,,,,,,,,,,,,,4,0,0.683127771971,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,CD,2,4,0,14,14,33,,,,,,,,,,,,,,,,,,2,0,1.3328688867,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,EF,1,2,0,15,15,42,,,,,,,,,,,,,,,,,,2,1,1.34955977474,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,AB,2,4,0,16,16,14,,,,,,,,,,,,,,,,,,2,0,0.73306219051,,,,,,2015_Dez_04_1457,P15,PLC_L_D2S1,NHG,60.0157198489,
