fb_corr,fb_incorr,symbol2,symbol1,fb_late,pair,position,correct,block_01.thisRepN,block_01.thisTrialN,block_01.thisN,block_01.thisIndex,block_02.thisRepN,block_02.thisTrialN,block_02.thisN,block_02.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,buttonBox_2.keys,buttonBox_2.corr,buttonBox_2.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,expName,Participant,frameRate,SessionNumber,Version,date,Group,
,,,,,,,,,,,,,,,,0.9984375,1.0,1,0,0,,,,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/negf.jpg,stim/posf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,CD,1,2,0,0,0,27,,,,,,,,,,4,0,0.94973966564,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/negf.jpg,stim/posf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,CD,2,4,0,1,1,38,,,,,,,,,,2,0,0.78304038857,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/negf.jpg,stim/posf.jpg,stim/4.jpg,stim/1.jpg,stim/latef.jpg,EF,2,4,0,2,2,57,,,,,,,,,,2,0,0.966355678362,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,CD,2,4,0,3,3,34,,,,,,,,,,2,0,0.649771418904,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/3.jpg,stim/latef.jpg,AB,2,4,0,4,4,15,,,,,,,,,,2,0,0.94970813794,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,CD,2,4,0,5,5,30,,,,,,,,,,2,0,0.549823587129,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/3.jpg,stim/latef.jpg,AB,2,4,0,6,6,13,,,,,,,,,,2,0,0.883033074312,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,CD,2,4,0,7,7,35,,,,,,,,,,2,0,0.68311649054,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/5.jpg,stim/latef.jpg,AB,1,2,0,8,8,0,,,,,,,,,,2,1,0.783025146522,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/negf.jpg,stim/posf.jpg,stim/1.jpg,stim/4.jpg,stim/latef.jpg,EF,1,2,0,9,9,47,,,,,,,,,,4,0,1.04965929301,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/negf.jpg,stim/posf.jpg,stim/3.jpg,stim/5.jpg,stim/latef.jpg,AB,1,2,0,10,10,8,,,,,,,,,,2,1,0.932998751132,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/3.jpg,stim/latef.jpg,AB,2,4,0,11,11,12,,,,,,,,,,2,0,0.933016239789,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/negf.jpg,stim/posf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,CD,1,2,0,12,12,29,,,,,,,,,,2,1,1.01633631152,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/4.jpg,stim/latef.jpg,EF,1,2,0,13,13,41,,,,,,,,,,4,0,0.849731022064,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/3.jpg,stim/latef.jpg,AB,2,4,0,14,14,11,,,,,,,,,,2,0,0.766422905177,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/4.jpg,stim/latef.jpg,EF,1,2,0,15,15,44,,,,,,,,,,4,0,0.816344031789,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/1.jpg,stim/latef.jpg,EF,2,4,0,16,16,50,,,,,,,,,,4,1,0.833073096718,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,CD,1,2,0,17,17,24,,,,,,,,,,2,1,0.883042975026,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/4.jpg,stim/latef.jpg,EF,1,2,0,18,18,42,,,,,,,,,,4,0,0.99968278014,,,,,,PLC_L_D1S2,P28,60.0189511156,01,A,2015_Aug_03_1527,Y,
