fb_corr,fb_incorr,symbol2,symbol1,fb_late,pair,position,correct,block_01.thisRepN,block_01.thisTrialN,block_01.thisN,block_01.thisIndex,block_02.thisRepN,block_02.thisTrialN,block_02.thisN,block_02.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,buttonBox_2.keys,buttonBox_2.corr,buttonBox_2.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,date,Participant,expName,Group,frameRate,
,,,,,,,,,,,,,,,,0.9984375,-0.013671875,1,0,0,,,,,,,,,2016_Jan_18_1250,P7,PLC_L_D1S2,NHGY,60.0167468028,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/4.jpg,stim/latef.jpg,AB,1,2,0,0,0,4,,,,,,,,,,2,1,1.38292348178,,,,,,2016_Jan_18_1250,P7,PLC_L_D1S2,NHGY,60.0167468028,
stim/negf.jpg,stim/posf.jpg,stim/6.jpg,stim/5.jpg,stim/latef.jpg,CD,2,4,0,1,1,36,,,,,,,,,,2,0,1.4495802227,,,,,,2016_Jan_18_1250,P7,PLC_L_D1S2,NHGY,60.0167468028,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/3.jpg,stim/latef.jpg,EF,1,2,0,2,2,42,,,,,,,,,,4,0,1.04965916647,,,,,,2016_Jan_18_1250,P7,PLC_L_D1S2,NHGY,60.0167468028,
stim/negf.jpg,stim/posf.jpg,stim/3.jpg,stim/2.jpg,stim/latef.jpg,EF,2,4,0,3,3,56,,,,,,,,,,2,0,1.53279585266,,,,,,2016_Jan_18_1250,P7,PLC_L_D1S2,NHGY,60.0167468028,
stim/negf.jpg,stim/posf.jpg,stim/2.jpg,stim/3.jpg,stim/latef.jpg,EF,1,2,0,4,4,47,,,,,,,,,,4,0,1.31619545116,,,,,,2016_Jan_18_1250,P7,PLC_L_D1S2,NHGY,60.0167468028,
stim/negf.jpg,stim/posf.jpg,stim/4.jpg,stim/1.jpg,stim/latef.jpg,AB,2,4,0,5,5,16,,,,,,,,,,4,1,1.24957401523,,,,,,2016_Jan_18_1250,P7,PLC_L_D1S2,NHGY,60.0167468028,
stim/negf.jpg,stim/posf.jpg,stim/5.jpg,stim/6.jpg,stim/latef.jpg,CD,1,2,0,6,6,28,,,,,,,,,,4,0,1.26625098759,,,,,,2016_Jan_18_1250,P7,PLC_L_D1S2,NHGY,60.0167468028,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/5.jpg,stim/latef.jpg,CD,2,4,0,7,7,30,,,,,,,,,,2,0,1.34957381674,,,,,,2016_Jan_18_1250,P7,PLC_L_D1S2,NHGY,60.0167468028,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/1.jpg,stim/latef.jpg,AB,2,4,0,8,8,12,,,,,,,,,,4,1,1.31625790483,,,,,,2016_Jan_18_1250,P7,PLC_L_D1S2,NHGY,60.0167468028,
