fb_corr,fb_incorr,symbol2,symbol1,fb_late,pair,position,correct,block_01.thisRepN,block_01.thisTrialN,block_01.thisN,block_01.thisIndex,block_02.thisRepN,block_02.thisTrialN,block_02.thisN,block_02.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,buttonBox_2.keys,buttonBox_2.corr,buttonBox_2.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,date,Participant,expName,Group,frameRate,
,,,,,,,,,,,,,,,,0.9984375,0.00390625,1,0,0,,,,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,EF,2,4,0,0,0,50,,,,,,,,,,4,1,0.88308410657,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/2.jpg,stim/latef.jpg,AB,1,2,0,1,1,1,,,,,,,,,,2,1,0.766425575652,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,EF,1,2,0,2,2,40,,,,,,,,,,4,0,0.916315999443,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/negf.jpg,stim/posf.jpg,stim/6.jpg,stim/4.jpg,stim/latef.jpg,CD,2,4,0,3,3,38,,,,,,,,,,4,1,0.833053115943,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/negf.jpg,stim/posf.jpg,stim/4.jpg,stim/6.jpg,stim/latef.jpg,CD,1,2,0,4,4,26,,,,,,,,,,4,0,0.84977447322,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/negf.jpg,stim/posf.jpg,stim/4.jpg,stim/6.jpg,stim/latef.jpg,CD,1,2,0,5,5,27,,,,,,,,,,4,0,0.699781885167,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/negf.jpg,stim/posf.jpg,stim/5.jpg,stim/2.jpg,stim/latef.jpg,AB,1,2,0,6,6,7,,,,,,,,,,2,1,0.933013453232,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/negf.jpg,stim/posf.jpg,stim/2.jpg,stim/5.jpg,stim/latef.jpg,AB,2,4,0,7,7,16,,,,,,,,,,4,1,0.982999957144,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/negf.jpg,stim/posf.jpg,stim/5.jpg,stim/2.jpg,stim/latef.jpg,AB,1,2,0,8,8,6,,,,,,,,,,4,0,0.883029707184,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/negf.jpg,stim/posf.jpg,stim/5.jpg,stim/2.jpg,stim/latef.jpg,AB,1,2,0,9,9,8,,,,,,,,,,4,0,0.932962774104,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/4.jpg,stim/latef.jpg,CD,2,4,0,10,10,31,,,,,,,,,,2,0,0.766414772766,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/5.jpg,stim/latef.jpg,AB,2,4,0,11,11,11,,,,,,,,,,2,0,0.88304434762,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/negf.jpg,stim/posf.jpg,stim/5.jpg,stim/2.jpg,stim/latef.jpg,AB,1,2,0,12,12,9,,,,,,,,,,4,0,0.99967441871,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/2.jpg,stim/latef.jpg,AB,1,2,0,13,13,4,,,,,,,,,,4,0,0.616457017401,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/negf.jpg,stim/posf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,EF,2,4,0,14,14,59,,,,,,,,,,4,1,0.649769429668,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/4.jpg,stim/latef.jpg,CD,2,4,0,15,15,30,,,,,,,,,,2,0,0.733031001906,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/4.jpg,stim/latef.jpg,CD,2,4,0,16,16,32,,,,,,,,,,2,0,0.683082103585,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/6.jpg,stim/latef.jpg,CD,1,2,0,17,17,20,,,,,,,,,,2,1,0.666444820547,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/4.jpg,stim/latef.jpg,CD,2,4,0,18,18,33,,,,,,,,,,4,1,0.916375009304,,,,,,2016_Jan_12_1519,P5,PLC_L_D1S2,NHGY,60.0154417537,
