fb_corr,fb_incorr,symbol2,symbol1,fb_late,pair,position,correct,block_01.thisRepN,block_01.thisTrialN,block_01.thisN,block_01.thisIndex,block_02.thisRepN,block_02.thisTrialN,block_02.thisN,block_02.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,buttonBox_2.keys,buttonBox_2.corr,buttonBox_2.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,date,Participant,expName,Group,frameRate,
,,,,,,,,,,,,,,,,0.9984375,0.150390625,1,0,0,,,,,,,,,2016_Feb_04_1239,P11,PLC_L_D1S2,NHGY,60.0197761576,
stim/negf.jpg,stim/posf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,CD,2,4,0,0,0,38,,,,,,,,,,4,1,1.16630303267,,,,,,2016_Feb_04_1239,P11,PLC_L_D1S2,NHGY,60.0197761576,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/1.jpg,stim/latef.jpg,EF,2,4,0,1,1,53,,,,,,,,,,2,0,0.816394954944,,,,,,2016_Feb_04_1239,P11,PLC_L_D1S2,NHGY,60.0197761576,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/3.jpg,stim/latef.jpg,AB,2,4,0,2,2,10,,,,,,,,,,2,0,0.966349402074,,,,,,2016_Feb_04_1239,P11,PLC_L_D1S2,NHGY,60.0197761576,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,CD,1,2,0,3,3,25,,,,,,,,,,4,0,1.3328875148,,,,,,2016_Feb_04_1239,P11,PLC_L_D1S2,NHGY,60.0197761576,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/4.jpg,stim/latef.jpg,AB,1,2,0,4,4,1,,,,,,,,,,2,1,0.86638602121,,,,,,2016_Feb_04_1239,P11,PLC_L_D1S2,NHGY,60.0197761576,
stim/negf.jpg,stim/posf.jpg,stim/1.jpg,stim/5.jpg,stim/latef.jpg,EF,1,2,0,5,5,46,,,,,,,,,,4,0,0.949679785566,,,,,,2016_Feb_04_1239,P11,PLC_L_D1S2,NHGY,60.0197761576,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/1.jpg,stim/latef.jpg,EF,2,4,0,6,6,52,,,,,,,,,,2,0,1.16627324353,,,,,,2016_Feb_04_1239,P11,PLC_L_D1S2,NHGY,60.0197761576,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/4.jpg,stim/latef.jpg,AB,1,2,0,7,7,5,,,,,,,,,,2,1,0.666449349819,,,,,,2016_Feb_04_1239,P11,PLC_L_D1S2,NHGY,60.0197761576,
stim/negf.jpg,stim/posf.jpg,stim/3.jpg,stim/4.jpg,stim/latef.jpg,AB,1,2,0,8,8,8,,,,,,,,,,2,1,0.616467293978,,,,,,2016_Feb_04_1239,P11,PLC_L_D1S2,NHGY,60.0197761576,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/5.jpg,stim/latef.jpg,EF,1,2,0,9,9,42,,,,,,,,,,4,0,0.766413458495,,,,,,2016_Feb_04_1239,P11,PLC_L_D1S2,NHGY,60.0197761576,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/1.jpg,stim/latef.jpg,EF,2,4,0,10,10,54,,,,,,,,,,2,0,0.683056284328,,,,,,2016_Feb_04_1239,P11,PLC_L_D1S2,NHGY,60.0197761576,
