fb_corr,fb_incorr,symbol2,symbol1,fb_late,pair,position,correct,block_01.thisRepN,block_01.thisTrialN,block_01.thisN,block_01.thisIndex,block_02.thisRepN,block_02.thisTrialN,block_02.thisN,block_02.thisIndex,block_03.thisRepN,block_03.thisTrialN,block_03.thisN,block_03.thisIndex,block_04.thisRepN,block_04.thisTrialN,block_04.thisN,block_04.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,buttonBox_2.keys,buttonBox_2.corr,buttonBox_2.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,date,Participant,expName,Group,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,0.9984375,1.0,1,0,0,,,,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/2.jpg,stim/latef.jpg,CD,1,2,0,0,0,20,,,,,,,,,,,,,,,,,,2,1,0.499866530327,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/3.jpg,stim/latef.jpg,CD,2,4,0,1,1,31,,,,,,,,,,,,,,,,,,4,1,1.0829900497,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,EF,2,4,0,2,2,50,,,,,,,,,,,,,,,,,,4,1,1.23294801693,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/3.jpg,stim/latef.jpg,CD,2,4,0,3,3,34,,,,,,,,,,,,,,,,,,4,1,0.749746209427,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/negf.jpg,stim/posf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,EF,2,4,0,4,4,58,,,,,,,,,,,,,,,,,,4,1,0.699766464913,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/negf.jpg,stim/posf.jpg,stim/4.jpg,stim/5.jpg,stim/latef.jpg,EF,1,2,0,5,5,47,,,,,,,,,,,,,,,,,,2,1,1.31623232006,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/5.jpg,stim/latef.jpg,EF,1,2,0,6,6,44,,,,,,,,,,,,,,,,,,None,0,,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/1.jpg,stim/latef.jpg,AB,1,2,0,7,7,4,,,,,,,,,,,,,,,,,,2,1,0.849714528462,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/3.jpg,stim/latef.jpg,CD,2,4,0,8,8,36,,,,,,,,,,,,,,,,,,4,1,0.783087396336,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/6.jpg,stim/latef.jpg,AB,2,4,0,9,9,11,,,,,,,,,,,,,,,,,,4,1,0.966340607965,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/5.jpg,stim/latef.jpg,EF,1,2,0,10,10,40,,,,,,,,,,,,,,,,,,4,0,1.04966940098,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/1.jpg,stim/latef.jpg,AB,1,2,0,11,11,7,,,,,,,,,,,,,,,,,,2,1,0.966344544778,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/1.jpg,stim/latef.jpg,AB,1,2,0,12,12,1,,,,,,,,,,,,,,,,,,2,1,1.08298606477,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/2.jpg,stim/latef.jpg,CD,1,2,0,13,13,24,,,,,,,,,,,,,,,,,,2,1,1.29957831595,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/1.jpg,stim/latef.jpg,AB,1,2,0,14,14,2,,,,,,,,,,,,,,,,,,2,1,1.51616215216,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/3.jpg,stim/latef.jpg,CD,2,4,0,15,15,33,,,,,,,,,,,,,,,,,,2,0,1.19957892347,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
stim/negf.jpg,stim/posf.jpg,stim/6.jpg,stim/1.jpg,stim/latef.jpg,AB,1,2,0,16,16,9,,,,,,,,,,,,,,,,,,2,1,1.13296258224,,,,,,2015_Nov_25_1353,P10,PLC_L_D1S1,NHG,60.0135728925,
