fb_corr,fb_incorr,symbol2,symbol1,fb_late,pair,position,correct,block_01.thisRepN,block_01.thisTrialN,block_01.thisN,block_01.thisIndex,block_02.thisRepN,block_02.thisTrialN,block_02.thisN,block_02.thisIndex,block_03.thisRepN,block_03.thisTrialN,block_03.thisN,block_03.thisIndex,block_04.thisRepN,block_04.thisTrialN,block_04.thisN,block_04.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,buttonBox_2.keys,buttonBox_2.corr,buttonBox_2.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,date,Participant,expName,Group,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,0.9953125,0.998046875,1,0,0,,,,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/5.jpg,stim/latef.jpg,AB,1,2,0,0,0,2,,,,,,,,,,,,,,,,,,2,1,1.54951335704,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,EF,1,2,0,1,1,40,,,,,,,,,,,,,,,,,,4,0,1.23291185781,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/negf.jpg,stim/posf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,CD,2,4,0,2,2,39,,,,,,,,,,,,,,,,,,4,1,0.916375121992,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,CD,2,4,0,3,3,32,,,,,,,,,,,,,,,,,,4,1,0.683118773543,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/negf.jpg,stim/posf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,EF,2,4,0,4,4,59,,,,,,,,,,,,,,,,,,2,0,0.966351335705,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,AB,2,4,0,5,5,16,,,,,,,,,,,,,,,,,,4,1,0.716437274908,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/5.jpg,stim/latef.jpg,AB,1,2,0,6,6,1,,,,,,,,,,,,,,,,,,2,1,0.783066407019,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,EF,2,4,0,7,7,54,,,,,,,,,,,,,,,,,,2,0,0.916329621582,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/5.jpg,stim/latef.jpg,AB,1,2,0,8,8,5,,,,,,,,,,,,,,,,,,2,1,0.699746137247,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,EF,2,4,0,9,9,55,,,,,,,,,,,,,,,,,,4,1,1.01632445771,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/negf.jpg,stim/posf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,EF,1,2,0,10,10,47,,,,,,,,,,,,,,,,,,2,1,0.716406318749,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/negf.jpg,stim/posf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,EF,1,2,0,11,11,48,,,,,,,,,,,,,,,,,,2,1,0.933034301998,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/negf.jpg,stim/posf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,EF,2,4,0,12,12,56,,,,,,,,,,,,,,,,,,4,1,0.949699018804,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,EF,2,4,0,13,13,53,,,,,,,,,,,,,,,,,,4,1,0.666418805874,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,CD,1,2,0,14,14,23,,,,,,,,,,,,,,,,,,2,1,0.716330517816,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/negf.jpg,stim/posf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,CD,1,2,0,15,15,29,,,,,,,,,,,,,,,,,,2,1,0.79972997797,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
stim/negf.jpg,stim/posf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,CD,2,4,0,16,16,38,,,,,,,,,,,,,,,,,,4,1,0.74976780325,,,,,,2016_Sep_27_1413,P16,PLC_L_D2S1,NHGX,60.0181583798,
