fb_corr,fb_incorr,symbol2,symbol1,fb_late,pair,position,correct,block_01.thisRepN,block_01.thisTrialN,block_01.thisN,block_01.thisIndex,block_02.thisRepN,block_02.thisTrialN,block_02.thisN,block_02.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,buttonBox_2.keys,buttonBox_2.corr,buttonBox_2.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,expName,Participant,frameRate,SessionNumber,Version,date,Group,
,,,,,,,,,,,,,,,,0.9984375,1.0,1,0,0,,,,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/3.jpg,stim/latef.jpg,EF,2,4,0,0,0,56,,,,,,,,,,4,1,1.56618911737,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/negf.jpg,stim/posf.jpg,stim/3.jpg,stim/6.jpg,stim/latef.jpg,EF,1,2,0,1,1,49,,,,,,,,,,2,1,0.783112668326,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/1.jpg,stim/latef.jpg,CD,1,2,0,2,2,21,,,,,,,,,,4,0,1.23289967745,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/2.jpg,stim/latef.jpg,AB,1,2,0,3,3,2,,,,,,,,,,2,1,1.41619869625,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/4.jpg,stim/latef.jpg,CD,2,4,0,4,4,33,,,,,,,,,,2,0,1.24962833964,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/3.jpg,stim/latef.jpg,EF,2,4,0,5,5,57,,,,,,,,,,4,1,1.03300668115,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/6.jpg,stim/latef.jpg,EF,1,2,0,6,6,47,,,,,,,,,,2,1,0.7997102909,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/2.jpg,stim/latef.jpg,AB,1,2,0,7,7,7,,,,,,,,,,2,1,1.09965075751,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/negf.jpg,stim/posf.jpg,stim/5.jpg,stim/2.jpg,stim/latef.jpg,AB,1,2,0,8,8,9,,,,,,,,,,2,1,0.666488014376,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/3.jpg,stim/latef.jpg,EF,2,4,0,9,9,51,,,,,,,,,,4,1,1.03296445591,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/1.jpg,stim/latef.jpg,CD,1,2,0,10,10,27,,,,,,,,,,2,1,1.16628148059,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/5.jpg,stim/latef.jpg,AB,2,4,0,11,11,11,,,,,,,,,,4,1,0.833060864204,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/negf.jpg,stim/posf.jpg,stim/3.jpg,stim/6.jpg,stim/latef.jpg,EF,1,2,0,12,12,48,,,,,,,,,,2,1,0.71644755453,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/5.jpg,stim/latef.jpg,AB,2,4,0,13,13,15,,,,,,,,,,4,1,0.866387576033,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/4.jpg,stim/latef.jpg,CD,2,4,0,14,14,31,,,,,,,,,,4,1,1.11631922767,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/3.jpg,stim/latef.jpg,EF,2,4,0,15,15,54,,,,,,,,,,4,1,1.36621685551,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/1.jpg,stim/latef.jpg,CD,1,2,0,16,16,23,,,,,,,,,,2,1,0.91630737814,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/3.jpg,stim/latef.jpg,EF,2,4,0,17,17,55,,,,,,,,,,4,1,0.833071261119,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/6.jpg,stim/latef.jpg,EF,1,2,0,18,18,43,,,,,,,,,,2,1,0.599796825588,,,,,,PLC_L_D1S2,P19,60.0168876325,01,A,2015_Feb_20_1613,X,
