fb_corr,fb_incorr,symbol2,symbol1,fb_late,pair,position,correct,block_01.thisRepN,block_01.thisTrialN,block_01.thisN,block_01.thisIndex,block_02.thisRepN,block_02.thisTrialN,block_02.thisN,block_02.thisIndex,block_03.thisRepN,block_03.thisTrialN,block_03.thisN,block_03.thisIndex,block_04.thisRepN,block_04.thisTrialN,block_04.thisN,block_04.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,buttonBox_2.keys,buttonBox_2.corr,buttonBox_2.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,date,Participant,expName,Group,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,0.9984375,0.47265625,1,0,0,,,,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,AB,1,2,0,0,0,2,,,,,,,,,,,,,,,,,,4,0,0.749767850739,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/negf.jpg,stim/posf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,AB,2,4,0,1,1,19,,,,,,,,,,,,,,,,,,2,0,0.799734135329,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,EF,2,4,0,2,2,54,,,,,,,,,,,,,,,,,,4,1,0.816380937057,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,AB,1,2,0,3,3,4,,,,,,,,,,,,,,,,,,4,0,0.966351657688,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/5.jpg,stim/latef.jpg,CD,2,4,0,4,4,35,,,,,,,,,,,,,,,,,,4,1,0.916317109205,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,AB,1,2,0,5,5,3,,,,,,,,,,,,,,,,,,4,0,0.849704759721,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,EF,1,2,0,6,6,44,,,,,,,,,,,,,,,,,,2,1,0.549785826476,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,EF,2,4,0,7,7,52,,,,,,,,,,,,,,,,,,2,0,0.91635496141,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,EF,1,2,0,8,8,42,,,,,,,,,,,,,,,,,,2,1,0.616487486232,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,AB,2,4,0,9,9,10,,,,,,,,,,,,,,,,,,2,0,0.749753414811,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/negf.jpg,stim/posf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,CD,1,2,0,10,10,27,,,,,,,,,,,,,,,,,,4,0,1.03299024447,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,AB,2,4,0,11,11,11,,,,,,,,,,,,,,,,,,2,0,0.733073193911,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,EF,2,4,0,12,12,53,,,,,,,,,,,,,,,,,,4,1,0.583135089454,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,CD,1,2,0,13,13,23,,,,,,,,,,,,,,,,,,4,0,0.949714209238,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/negf.jpg,stim/posf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,CD,1,2,0,14,14,28,,,,,,,,,,,,,,,,,,2,1,0.783079348729,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,AB,1,2,0,15,15,1,,,,,,,,,,,,,,,,,,2,1,0.866374818329,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,EF,1,2,0,16,16,41,,,,,,,,,,,,,,,,,,2,1,0.499829132754,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,EF,2,4,0,17,17,50,,,,,,,,,,,,,,,,,,2,0,0.899683368984,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/5.jpg,stim/latef.jpg,CD,2,4,0,18,18,32,,,,,,,,,,,,,,,,,,2,0,0.899678175058,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,CD,1,2,0,19,19,26,,,,,,,,,,,,,,,,,,2,1,1.23290672662,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/negf.jpg,stim/posf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,AB,1,2,0,20,20,8,,,,,,,,,,,,,,,,,,4,0,1.0162719428,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,EF,2,4,0,21,21,55,,,,,,,,,,,,,,,,,,4,1,0.816333993226,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/negf.jpg,stim/posf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,EF,1,2,0,22,22,48,,,,,,,,,,,,,,,,,,2,1,0.74974070518,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/5.jpg,stim/latef.jpg,CD,2,4,0,23,23,30,,,,,,,,,,,,,,,,,,2,0,0.849702603354,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,EF,2,4,0,24,24,51,,,,,,,,,,,,,,,,,,4,1,0.916356474175,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,CD,1,2,0,25,25,20,,,,,,,,,,,,,,,,,,4,0,0.966305327383,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,AB,2,4,0,26,26,14,,,,,,,,,,,,,,,,,,2,0,0.833038352199,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/negf.jpg,stim/posf.jpg,stim/2.jpg,stim/6.jpg,stim/latef.jpg,EF,2,4,0,27,27,57,,,,,,,,,,,,,,,,,,4,1,0.949737330782,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/negf.jpg,stim/posf.jpg,stim/1.jpg,stim/3.jpg,stim/latef.jpg,AB,2,4,0,28,28,18,,,,,,,,,,,,,,,,,,2,0,0.899632001143,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/negf.jpg,stim/posf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,AB,1,2,0,29,29,9,,,,,,,,,,,,,,,,,,4,0,0.866418778735,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/5.jpg,stim/4.jpg,stim/latef.jpg,CD,1,2,0,30,30,25,,,,,,,,,,,,,,,,,,4,0,0.883054768555,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/negf.jpg,stim/posf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,EF,1,2,0,31,31,49,,,,,,,,,,,,,,,,,,2,1,0.816402172908,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/3.jpg,stim/1.jpg,stim/latef.jpg,AB,1,2,0,32,32,6,,,,,,,,,,,,,,,,,,4,0,0.899676944997,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/6.jpg,stim/2.jpg,stim/latef.jpg,EF,1,2,0,33,33,40,,,,,,,,,,,,,,,,,,2,1,0.683119170836,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
stim/posf.jpg,stim/negf.jpg,stim/4.jpg,stim/5.jpg,stim/latef.jpg,CD,2,4,0,34,34,33,,,,,,,,,,,,,,,,,,4,1,0.666491923776,,,,,,2016_Jan_12_1444,P5,PLC_L_D1S1,NHGY,60.0231154082,
